Area,Consumption Segment,Country,Measure Names,"Sector, Category or Product",Measure Values
National,Low,Peru,$PPP,Food and Beverages,13811.434269067
National,Low,Peru,Local Currency,Food and Beverages,23474.797615500
National,All,Peru,US$,Food and Beverages,17022.247302832
National,All,Peru,$PPP,Food and Beverages,28293.813607520
National,All,Peru,Local Currency,Food and Beverages,48089.976411412
Rural,Higher,Peru,US$,Food and Beverages,13.549457485
Rural,Higher,Peru,$PPP,Food and Beverages,22.521457816
Rural,Higher,Peru,Local Currency,Food and Beverages,38.278911077
Rural,Middle,Peru,US$,Food and Beverages,222.588264351
Rural,Middle,Peru,$PPP,Food and Beverages,369.978813650
Rural,Middle,Peru,Local Currency,Food and Beverages,628.839670324
Rural,Lowest,Peru,US$,Food and Beverages,1041.204546924
Rural,Lowest,Peru,$PPP,Food and Beverages,1730.655585828
Rural,Lowest,Peru,Local Currency,Food and Beverages,2941.53299563
Rural,Low,Peru,US$,Food and Beverages,1506.228965378
Rural,Low,Peru,$PPP,Food and Beverages,2503.603715684
Rural,Low,Peru,Local Currency,Food and Beverages,4255.285105815
Rural,All,Peru,US$,Food and Beverages,2783.571233778
Rural,All,Peru,$PPP,Food and Beverages,4626.759572379
Rural,All,Peru,Local Currency,Food and Beverages,7863.936681828
Urban,Higher,Peru,US$,Food and Beverages,1047.045007069
Urban,Higher,Peru,$PPP,Food and Beverages,1740.363404530
Urban,Higher,Peru,Local Currency,Food and Beverages,2958.033025597
Urban,Middle,Peru,US$,Food and Beverages,5946.867355292
Urban,Middle,Peru,$PPP,Food and Beverages,9884.685230210
Urban,Middle,Peru,Local Currency,Food and Beverages,16800.643637120
Urban,Lowest,Peru,US$,Food and Beverages,441.697467593
Urban,Lowest,Peru,$PPP,Food and Beverages,734.174847577
Urban,Lowest,Peru,Local Currency,Food and Beverages,1247.850558132
Urban,Low,Peru,US$,Food and Beverages,6803.066239603
Urban,Low,Peru,$PPP,Food and Beverages,11307.830553662
Urban,Low,Peru,Local Currency,Food and Beverages,19219.512510160
Urban,All,Peru,US$,Food and Beverages,14238.676069219
Urban,All,Peru,$PPP,Food and Beverages,23667.054035416
Urban,All,Peru,Local Currency,Food and Beverages,40226.039730052
National,Higher,Philippines,US$,Food and Beverages,57.034534229
National,Higher,Philippines,$PPP,Food and Beverages,93.469589242
National,Higher,Philippines,Local Currency,Food and Beverages,2572.808675445
National,Middle,Philippines,US$,Food and Beverages,3593.169324320
National,Middle,Philippines,$PPP,Food and Beverages,5888.573745096
National,Middle,Philippines,Local Currency,Food and Beverages,162086.660915203
National,Lowest,Philippines,US$,Food and Beverages,14604.981135557
National,Lowest,Philippines,$PPP,Food and Beverages,23935.000190598
National,Lowest,Philippines,Local Currency,Food and Beverages,658825.79175133
National,Low,Philippines,US$,Food and Beverages,15201.608592801
National,Low,Philippines,$PPP,Food and Beverages,24912.767855636
National,Low,Philippines,Local Currency,Food and Beverages,685739.45588075
National,All,Philippines,US$,Food and Beverages,33456.793586884
National,All,Philippines,$PPP,Food and Beverages,54829.811380535
National,All,Philippines,Local Currency,Food and Beverages,1509224.71722171
Rural,Higher,Philippines,US$,Food and Beverages,0
Rural,Higher,Philippines,$PPP,Food and Beverages,0
Rural,Higher,Philippines,Local Currency,Food and Beverages,0
Rural,Middle,Philippines,US$,Food and Beverages,182.552926990
Rural,Middle,Philippines,$PPP,Food and Beverages,299.172200344
Rural,Middle,Philippines,Local Currency,Food and Beverages,8234.901198757
Rural,Lowest,Philippines,US$,Food and Beverages,9191.644291069
Rural,Lowest,Philippines,$PPP,Food and Beverages,15063.491408629
Rural,Lowest,Philippines,Local Currency,Food and Beverages,414631.985577659
Rural,Low,Philippines,US$,Food and Beverages,3690.045269461
Rural,Low,Philippines,$PPP,Food and Beverages,6047.336412701
Rural,Low,Philippines,Local Currency,Food and Beverages,166456.702250169
Rural,All,Philippines,US$,Food and Beverages,13064.242487503
Rural,All,Philippines,$PPP,Food and Beverages,21410.000021645
Rural,All,Philippines,Local Currency,Food and Beverages,589323.589025799
Urban,Higher,Philippines,US$,Food and Beverages,57.034534229
Urban,Higher,Philippines,$PPP,Food and Beverages,93.469589242
Urban,Higher,Philippines,Local Currency,Food and Beverages,2572.808675445
Urban,Middle,Philippines,US$,Food and Beverages,3410.616397336
Urban,Middle,Philippines,$PPP,Food and Beverages,5589.401544761
Urban,Middle,Philippines,Local Currency,Food and Beverages,153851.75971672
Urban,Lowest,Philippines,US$,Food and Beverages,5413.336844501
Urban,Lowest,Philippines,$PPP,Food and Beverages,8871.508781991
Urban,Lowest,Philippines,Local Currency,Food and Beverages,244193.806174264
Urban,Low,Philippines,US$,Food and Beverages,11511.563323350
Urban,Low,Philippines,$PPP,Food and Beverages,18865.431442951
Urban,Low,Philippines,Local Currency,Food and Beverages,519282.753631023
Urban,All,Philippines,US$,Food and Beverages,20392.551099392
Urban,All,Philippines,$PPP,Food and Beverages,33419.811358908
Urban,All,Philippines,Local Currency,Food and Beverages,919901.128196419
National,Higher,Romania,US$,Food and Beverages,904.954482228
National,Higher,Romania,$PPP,Food and Beverages,1423.030848352
National,Higher,Romania,Local Currency,Food and Beverages,2875.945344520
National,Middle,Romania,US$,Food and Beverages,11219.242790525
National,Middle,Romania,$PPP,Food and Beverages,17642.134383122
National,Middle,Romania,Local Currency,Food and Beverages,35654.753588290
National,Lowest,Romania,US$,Food and Beverages,433.260128007
National,Lowest,Romania,$PPP,Food and Beverages,681.296727762
National,Lowest,Romania,Local Currency,Food and Beverages,1376.900686808
National,Low,Romania,US$,Food and Beverages,9587.062008382
National,Low,Romania,$PPP,Food and Beverages,15075.548274437
National,Low,Romania,Local Currency,Food and Beverages,30467.683062637
National,All,Romania,US$,Food and Beverages,22144.519408659
National,All,Romania,$PPP,Food and Beverages,34822.010232913
National,All,Romania,Local Currency,Food and Beverages,70375.282680718
Rural,Higher,Romania,US$,Food and Beverages,110.471991922
Rural,Higher,Romania,$PPP,Food and Beverages,173.715977401
Rural,Higher,Romania,Local Currency,Food and Beverages,351.079990328
Rural,Middle,Romania,US$,Food and Beverages,3221.202423698
Rural,Middle,Romania,$PPP,Food and Beverages,5065.304949288
Rural,Middle,Romania,Local Currency,Food and Beverages,10236.981302512
Rural,Lowest,Romania,US$,Food and Beverages,343.333131615
Rural,Lowest,Romania,$PPP,Food and Beverages,539.887527102
Rural,Lowest,Romania,Local Currency,Food and Beverages,1091.112692274
Rural,Low,Romania,US$,Food and Beverages,5756.049328808
Rural,Low,Romania,$PPP,Food and Beverages,9051.323486864
Rural,Low,Romania,Local Currency,Food and Beverages,18292.724766952
Rural,All,Romania,US$,Food and Beverages,9431.056875580
Rural,All,Romania,$PPP,Food and Beverages,14830.231939927
Rural,All,Romania,Local Currency,Food and Beverages,29971.898750593
Urban,Higher,Romania,US$,Food and Beverages,794.482490380
Urban,Higher,Romania,$PPP,Food and Beverages,1249.314871067
Urban,Higher,Romania,Local Currency,Food and Beverages,2524.865354427
Urban,Middle,Romania,US$,Food and Beverages,7998.040366962
Urban,Middle,Romania,$PPP,Food and Beverages,12576.829434044
Urban,Middle,Romania,Local Currency,Food and Beverages,25417.772286204
Urban,Lowest,Romania,US$,Food and Beverages,89.926996624
Urban,Lowest,Romania,$PPP,Food and Beverages,141.409201025
Urban,Lowest,Romania,Local Currency,Food and Beverages,285.787995272
Urban,Low,Romania,US$,Food and Beverages,3831.012679743
Urban,Low,Romania,$PPP,Food and Beverages,6024.224787840
Urban,Low,Romania,Local Currency,Food and Beverages,12174.958296224
Urban,All,Romania,US$,Food and Beverages,12713.462533230
Urban,All,Romania,$PPP,Food and Beverages,19991.778293224
Urban,All,Romania,Local Currency,Food and Beverages,40403.383930606
National,Higher,Russian Federation,US$,Food and Beverages,65042.412064617
National,Higher,Russian Federation,$PPP,Food and Beverages,113445.980677634
National,Higher,Russian Federation,Local Currency,Food and Beverages,1975207.96957829
National,Middle,Russian Federation,US$,Food and Beverages,101371.470036173
National,Middle,Russian Federation,$PPP,Food and Beverages,176810.568149934
National,Middle,Russian Federation,Local Currency,Food and Beverages,3078448.80205851
National,Lowest,Russian Federation,US$,Food and Beverages,790.295135979
National,Lowest,Russian Federation,$PPP,Food and Beverages,1378.420693206
National,Lowest,Russian Federation,Local Currency,Food and Beverages,23999.682689403
National,Low,Russian Federation,US$,Food and Beverages,32935.633898289
National,Low,Russian Federation,$PPP,Food and Beverages,57445.829086396
National,Low,Russian Federation,Local Currency,Food and Beverages,1000189.33022323
National,All,Russian Federation,US$,Food and Beverages,200139.811135007
National,All,Russian Federation,$PPP,Food and Beverages,349080.798607081
National,All,Russian Federation,Local Currency,Food and Beverages,6077845.78454789
Rural,Higher,Russian Federation,US$,Food and Beverages,5823.607074233
Rural,Higher,Russian Federation,$PPP,Food and Beverages,10157.446420671
Rural,Higher,Russian Federation,Local Currency,Food and Beverages,176851.299630308
Rural,Middle,Russian Federation,US$,Food and Beverages,25083.420295326
Rural,Middle,Russian Federation,$PPP,Food and Beverages,43750.118174055
Rural,Middle,Russian Federation,Local Currency,Food and Beverages,761733.307528465
Rural,Lowest,Russian Federation,US$,Food and Beverages,529.872044112
Rural,Lowest,Russian Federation,$PPP,Food and Beverages,924.194718029
Rural,Lowest,Russian Federation,Local Currency,Food and Beverages,16091.154235595
Rural,Low,Russian Federation,US$,Food and Beverages,13879.107222168
Rural,Low,Russian Federation,$PPP,Food and Beverages,24207.726616667
Rural,Low,Russian Federation,Local Currency,Food and Beverages,421480.728122792
Rural,All,Russian Federation,US$,Food and Beverages,45316.006635786
Rural,All,Russian Federation,$PPP,Food and Beverages,79039.485929329
Rural,All,Russian Federation,Local Currency,Food and Beverages,1376156.48951555
Urban,Higher,Russian Federation,US$,Food and Beverages,59218.804990393
Urban,Higher,Russian Federation,$PPP,Food and Beverages,103288.534256979
Urban,Higher,Russian Federation,Local Currency,Food and Beverages,1798356.66994826
Urban,Middle,Russian Federation,US$,Food and Beverages,76288.049740863
Urban,Middle,Russian Federation,$PPP,Food and Beverages,133060.449975907
Urban,Middle,Russian Federation,Local Currency,Food and Beverages,2316715.49453051
Urban,Lowest,Russian Federation,US$,Food and Beverages,260.423091887
Urban,Lowest,Russian Federation,$PPP,Food and Beverages,454.225975213
Urban,Lowest,Russian Federation,Local Currency,Food and Beverages,7908.528454435
Urban,Low,Russian Federation,US$,Food and Beverages,19056.526676140
Urban,Low,Russian Federation,$PPP,Food and Beverages,33238.102469761
Urban,Low,Russian Federation,Local Currency,Food and Beverages,578708.602101015
Urban,All,Russian Federation,US$,Food and Beverages,154823.804499236
Urban,All,Russian Federation,$PPP,Food and Beverages,270041.312677778
Urban,All,Russian Federation,Local Currency,Food and Beverages,4701689.29503279
National,Higher,Rwanda,US$,Food and Beverages,25.849376810
National,Higher,Rwanda,$PPP,Food and Beverages,45.918826388
National,Higher,Rwanda,Local Currency,Food and Beverages,15073.570544637
National,Middle,Rwanda,US$,Food and Beverages,157.622795910
National,Middle,Rwanda,$PPP,Food and Beverages,280.001094549
National,Middle,Rwanda,Local Currency,Food and Beverages,91914.723942725
National,Lowest,Rwanda,US$,Food and Beverages,790.432755746
National,Lowest,Rwanda,$PPP,Food and Beverages,1404.124546192
National,Lowest,Rwanda,Local Currency,Food and Beverages,460925.769780897
National,Low,Rwanda,US$,Food and Beverages,277.072047878
National,Low,Rwanda,$PPP,Food and Beverages,492.190715352
National,Low,Rwanda,Local Currency,Food and Beverages,161569.274583296
National,All,Rwanda,US$,Food and Beverages,1250.976976342
National,All,Rwanda,$PPP,Food and Beverages,2222.235182479
National,All,Rwanda,Local Currency,Food and Beverages,729483.338850664
Rural,Higher,Rwanda,US$,Food and Beverages,0
Rural,Higher,Rwanda,$PPP,Food and Beverages,0
Rural,Higher,Rwanda,Local Currency,Food and Beverages,0
Rural,Middle,Rwanda,US$,Food and Beverages,0.174892782
Rural,Middle,Rwanda,$PPP,Food and Beverages,0.310679493
Rural,Middle,Rwanda,Local Currency,Food and Beverages,101.985386353
Rural,Lowest,Rwanda,US$,Food and Beverages,583.357551347
Rural,Lowest,Rwanda,$PPP,Food and Beverages,1036.276205785
Rural,Lowest,Rwanda,Local Currency,Food and Beverages,340173.818022457
Rural,Low,Rwanda,US$,Food and Beverages,22.626344108
Rural,Low,Rwanda,$PPP,Food and Beverages,40.193431916
Rural,Low,Rwanda,Local Currency,Food and Beverages,13194.120561773
Rural,All,Rwanda,US$,Food and Beverages,606.158788236
Rural,All,Rwanda,$PPP,Food and Beverages,1076.780317193
Rural,All,Rwanda,Local Currency,Food and Beverages,353469.923970235
Urban,Higher,Rwanda,US$,Food and Beverages,25.849376810
Urban,Higher,Rwanda,$PPP,Food and Beverages,45.918826388
Urban,Higher,Rwanda,Local Currency,Food and Beverages,15073.570544637
Urban,Middle,Rwanda,US$,Food and Beverages,157.447903128
Urban,Middle,Rwanda,$PPP,Food and Beverages,279.690415057
Urban,Middle,Rwanda,Local Currency,Food and Beverages,91812.738556500
Urban,Lowest,Rwanda,US$,Food and Beverages,207.075204400
Urban,Lowest,Rwanda,$PPP,Food and Beverages,367.848340408
Urban,Lowest,Rwanda,Local Currency,Food and Beverages,120751.951758955
Urban,Low,Rwanda,US$,Food and Beverages,254.445703770
Urban,Low,Rwanda,$PPP,Food and Beverages,451.997283437
Urban,Low,Rwanda,Local Currency,Food and Beverages,148375.154021753
Urban,All,Rwanda,US$,Food and Beverages,644.818188107
Urban,All,Rwanda,$PPP,Food and Beverages,1145.454865287
Urban,All,Rwanda,Local Currency,Food and Beverages,376013.414880829
National,Higher,Sao Tome and Principe,US$,Food and Beverages,44.941895612
National,Higher,Sao Tome and Principe,$PPP,Food and Beverages,56.123268181
National,Higher,Sao Tome and Principe,Local Currency,Food and Beverages,831362.209677119
National,Middle,Sao Tome and Principe,US$,Food and Beverages,180.253716128
National,Middle,Sao Tome and Principe,$PPP,Food and Beverages,225.100154612
National,Middle,Sao Tome and Principe,Local Currency,Food and Beverages,3334441.63181908
National,Lowest,Sao Tome and Principe,US$,Food and Beverages,6.191818433
National,Lowest,Sao Tome and Principe,$PPP,Food and Beverages,7.732319291
National,Lowest,Sao Tome and Principe,Local Currency,Food and Beverages,114539.980660038
National,Low,Sao Tome and Principe,US$,Food and Beverages,114.394860139
National,Low,Sao Tome and Principe,$PPP,Food and Beverages,142.855865928
National,Low,Sao Tome and Principe,Local Currency,Food and Beverages,2116144.91122755
National,All,Sao Tome and Principe,US$,Food and Beverages,345.782290312
National,All,Sao Tome and Principe,$PPP,Food and Beverages,431.811608012
National,All,Sao Tome and Principe,Local Currency,Food and Beverages,6396488.73338171
Rural,Higher,Sao Tome and Principe,US$,Food and Beverages,5.365056044
Rural,Higher,Sao Tome and Principe,$PPP,Food and Beverages,6.699861567
Rural,Higher,Sao Tome and Principe,Local Currency,Food and Beverages,99246.032844521
Rural,Middle,Sao Tome and Principe,US$,Food and Beverages,50.355482152
Rural,Middle,Sao Tome and Principe,$PPP,Food and Beverages,62.883734447
Rural,Middle,Sao Tome and Principe,Local Currency,Food and Beverages,931505.988815801
Rural,Lowest,Sao Tome and Principe,US$,Food and Beverages,3.193418612
Rural,Lowest,Sao Tome and Principe,$PPP,Food and Beverages,3.987929008
Rural,Lowest,Sao Tome and Principe,Local Currency,Food and Beverages,59073.777769907
Rural,Low,Sao Tome and Principe,US$,Food and Beverages,53.107084851
Rural,Low,Sao Tome and Principe,$PPP,Food and Beverages,66.319925424
Rural,Low,Sao Tome and Principe,Local Currency,Food and Beverages,982406.790136345
Rural,All,Sao Tome and Principe,US$,Food and Beverages,112.021041660
Rural,All,Sao Tome and Principe,$PPP,Food and Beverages,139.891450446
Rural,All,Sao Tome and Principe,Local Currency,Food and Beverages,2072232.58956447
Urban,Higher,Sao Tome and Principe,US$,Food and Beverages,39.576839568
Urban,Higher,Sao Tome and Principe,$PPP,Food and Beverages,49.423406614
Urban,Higher,Sao Tome and Principe,Local Currency,Food and Beverages,732116.176833156
Urban,Middle,Sao Tome and Principe,US$,Food and Beverages,129.898233975
Urban,Middle,Sao Tome and Principe,$PPP,Food and Beverages,162.216420165
Urban,Middle,Sao Tome and Principe,Local Currency,Food and Beverages,2402935.64300397
Urban,Lowest,Sao Tome and Principe,US$,Food and Beverages,2.998399821
Urban,Lowest,Sao Tome and Principe,$PPP,Food and Beverages,3.744390283
Urban,Lowest,Sao Tome and Principe,Local Currency,Food and Beverages,55466.202890916
Urban,Low,Sao Tome and Principe,US$,Food and Beverages,61.287775288
Urban,Low,Sao Tome and Principe,$PPP,Food and Beverages,76.535940504
Urban,Low,Sao Tome and Principe,Local Currency,Food and Beverages,1133738.12109196
Urban,All,Sao Tome and Principe,US$,Food and Beverages,233.761248652
Urban,All,Sao Tome and Principe,$PPP,Food and Beverages,291.920157566
Urban,All,Sao Tome and Principe,Local Currency,Food and Beverages,4324256.14381795
National,Higher,Senegal,US$,Food and Beverages,0
National,Higher,Senegal,$PPP,Food and Beverages,0
National,Higher,Senegal,Local Currency,Food and Beverages,0
National,Middle,Senegal,US$,Food and Beverages,178.581269006
National,Middle,Senegal,$PPP,Food and Beverages,289.090150193
National,Middle,Senegal,Local Currency,Food and Beverages,88447.199098496
National,Lowest,Senegal,US$,Food and Beverages,2244.936182413
National,Lowest,Senegal,$PPP,Food and Beverages,3634.137789237
National,Lowest,Senegal,Local Currency,Food and Beverages,1111865.3070054
National,Low,Senegal,US$,Food and Beverages,1301.411987757
National,Low,Senegal,$PPP,Food and Beverages,2106.746071950
National,Low,Senegal,Local Currency,Food and Beverages,644559.453691541
National,All,Senegal,US$,Food and Beverages,3724.929439175
National,All,Senegal,$PPP,Food and Beverages,6029.974011377
National,All,Senegal,Local Currency,Food and Beverages,1844871.95979458
Rural,Higher,Senegal,US$,Food and Beverages,0
Rural,Higher,Senegal,$PPP,Food and Beverages,0
Rural,Higher,Senegal,Local Currency,Food and Beverages,0
Rural,Middle,Senegal,US$,Food and Beverages,0.066388151
Rural,Middle,Senegal,$PPP,Food and Beverages,0.107470176
Rural,Middle,Senegal,Local Currency,Food and Beverages,32.880525508
Rural,Lowest,Senegal,US$,Food and Beverages,1488.287855831
Rural,Lowest,Senegal,$PPP,Food and Beverages,2409.263648789
Rural,Lowest,Senegal,Local Currency,Food and Beverages,737114.777114779
Rural,Low,Senegal,US$,Food and Beverages,224.546602033
Rural,Low,Senegal,$PPP,Food and Beverages,363.499549914
Rural,Low,Senegal,Local Currency,Food and Beverages,111212.772354944
Rural,All,Senegal,US$,Food and Beverages,1712.900846013
Rural,All,Senegal,$PPP,Food and Beverages,2772.870668876
Rural,All,Senegal,Local Currency,Food and Beverages,848360.429994445
Urban,Higher,Senegal,US$,Food and Beverages,0
Urban,Higher,Senegal,$PPP,Food and Beverages,0
Urban,Higher,Senegal,Local Currency,Food and Beverages,0
Urban,Middle,Senegal,US$,Food and Beverages,178.514880856
Urban,Middle,Senegal,$PPP,Food and Beverages,288.982680017
Urban,Middle,Senegal,Local Currency,Food and Beverages,88414.318573163
Urban,Lowest,Senegal,US$,Food and Beverages,756.648326583
Urban,Lowest,Senegal,$PPP,Food and Beverages,1224.874140450
Urban,Lowest,Senegal,Local Currency,Food and Beverages,374750.529891205
Urban,Low,Senegal,US$,Food and Beverages,1076.865385726
Urban,Low,Senegal,$PPP,Food and Beverages,1743.246522038
Urban,Low,Senegal,Local Currency,Food and Beverages,533346.681337178
Urban,All,Senegal,US$,Food and Beverages,2012.028593163
Urban,All,Senegal,$PPP,Food and Beverages,3257.103342502
Urban,All,Senegal,Local Currency,Food and Beverages,996511.529800709
National,Higher,Serbia,US$,Food and Beverages,1324.236475464
National,Higher,Serbia,$PPP,Food and Beverages,2298.927970366
National,Higher,Serbia,Local Currency,Food and Beverages,102931.488277481
National,Middle,Serbia,US$,Food and Beverages,5993.939148333
National,Middle,Serbia,$PPP,Food and Beverages,10405.720289457
National,Middle,Serbia,Local Currency,Food and Beverages,465902.494466839
National,Lowest,Serbia,US$,Food and Beverages,31.386483649
National,Lowest,Serbia,$PPP,Food and Beverages,54.488202439
National,Lowest,Serbia,Local Currency,Food and Beverages,2439.637884665
National,Low,Serbia,US$,Food and Beverages,2038.400736697
National,Low,Serbia,$PPP,Food and Beverages,3538.745953034
National,Low,Serbia,Local Currency,Food and Beverages,158442.714289889
National,All,Serbia,US$,Food and Beverages,9387.962844123
National,All,Serbia,$PPP,Food and Beverages,16297.882415261
National,All,Serbia,Local Currency,Food and Beverages,729716.334917354
Rural,Higher,Serbia,US$,Food and Beverages,214.990969353
Rural,Higher,Serbia,$PPP,Food and Beverages,373.233000282
Rural,Higher,Serbia,Local Currency,Food and Beverages,16711.018652413
Rural,Middle,Serbia,US$,Food and Beverages,2299.244319943
Rural,Middle,Serbia,$PPP,Food and Beverages,3991.580941743
Rural,Middle,Serbia,Local Currency,Food and Beverages,178717.807695496
Rural,Lowest,Serbia,US$,Food and Beverages,24.708128730
Rural,Lowest,Serbia,$PPP,Food and Beverages,42.894308746
Rural,Lowest,Serbia,Local Currency,Food and Beverages,1920.536482575
Rural,Low,Serbia,US$,Food and Beverages,1263.150457436
Rural,Low,Serbia,$PPP,Food and Beverages,2192.880177510
Rural,Low,Serbia,Local Currency,Food and Beverages,98183.337274968
Rural,All,Serbia,US$,Food and Beverages,3802.093875442
Rural,All,Serbia,$PPP,Food and Beverages,6600.588428247
Rural,All,Serbia,Local Currency,Food and Beverages,295532.700103939
Urban,Higher,Serbia,US$,Food and Beverages,1109.245506115
Urban,Higher,Serbia,$PPP,Food and Beverages,1925.694970090
Urban,Higher,Serbia,Local Currency,Food and Beverages,86220.469625351
Urban,Middle,Serbia,US$,Food and Beverages,3694.694828396
Urban,Middle,Serbia,$PPP,Food and Beverages,6414.139347725
Urban,Middle,Serbia,Local Currency,Food and Beverages,287184.686771823
Urban,Lowest,Serbia,US$,Food and Beverages,6.678354928
Urban,Lowest,Serbia,$PPP,Food and Beverages,11.593893707
Urban,Lowest,Serbia,Local Currency,Food and Beverages,519.101402715
Urban,Low,Serbia,US$,Food and Beverages,775.250279268
Urban,Low,Serbia,$PPP,Food and Beverages,1345.865775536
Urban,Low,Serbia,Local Currency,Food and Beverages,60259.377015462
Urban,All,Serbia,US$,Food and Beverages,5585.868968687
Urban,All,Serbia,$PPP,Food and Beverages,9697.293987024
Urban,All,Serbia,Local Currency,Food and Beverages,434183.634813885
National,Higher,Sierra Leone,US$,Food and Beverages,13.565573389
National,Higher,Sierra Leone,$PPP,Food and Beverages,24.096247652
National,Higher,Sierra Leone,Local Currency,Food and Beverages,53965.038294754
National,Middle,Sierra Leone,US$,Food and Beverages,202.354031529
National,Middle,Sierra Leone,$PPP,Food and Beverages,359.437284171
National,Middle,Sierra Leone,Local Currency,Food and Beverages,804982.048865143
National,Lowest,Sierra Leone,US$,Food and Beverages,949.252936308
National,Lowest,Sierra Leone,$PPP,Food and Beverages,1686.138372627
National,Lowest,Sierra Leone,Local Currency,Food and Beverages,3776211.26589467
National,Low,Sierra Leone,US$,Food and Beverages,1198.863353735
National,Low,Sierra Leone,$PPP,Food and Beverages,2129.516198424
National,Low,Sierra Leone,Local Currency,Food and Beverages,4769183.35407051
National,All,Sierra Leone,US$,Food and Beverages,2364.035894961
National,All,Sierra Leone,$PPP,Food and Beverages,4199.188102873
National,All,Sierra Leone,Local Currency,Food and Beverages,9404341.70712393
Rural,Higher,Sierra Leone,US$,Food and Beverages,0
Rural,Higher,Sierra Leone,$PPP,Food and Beverages,0
Rural,Higher,Sierra Leone,Local Currency,Food and Beverages,0
Rural,Middle,Sierra Leone,US$,Food and Beverages,14.772423261
Rural,Middle,Sierra Leone,$PPP,Food and Beverages,26.239950137
Rural,Middle,Sierra Leone,Local Currency,Food and Beverages,58765.992716590
Rural,Lowest,Sierra Leone,US$,Food and Beverages,722.419960900
Rural,Lowest,Sierra Leone,$PPP,Food and Beverages,1283.219646350
Rural,Lowest,Sierra Leone,Local Currency,Food and Beverages,2873849.83571235
Rural,Low,Sierra Leone,US$,Food and Beverages,588.263737701
Rural,Low,Sierra Leone,$PPP,Food and Beverages,1044.920719677
Rural,Low,Sierra Leone,Local Currency,Food and Beverages,2340164.63753468
Rural,All,Sierra Leone,US$,Food and Beverages,1325.456121861
Rural,All,Sierra Leone,$PPP,Food and Beverages,2354.380316164
Rural,All,Sierra Leone,Local Currency,Food and Beverages,5272780.4659625
Urban,Higher,Sierra Leone,US$,Food and Beverages,13.565573389
Urban,Higher,Sierra Leone,$PPP,Food and Beverages,24.096247652
Urban,Higher,Sierra Leone,Local Currency,Food and Beverages,53965.038294754
Urban,Middle,Sierra Leone,US$,Food and Beverages,187.581608269
Urban,Middle,Sierra Leone,$PPP,Food and Beverages,333.197334034
Urban,Middle,Sierra Leone,Local Currency,Food and Beverages,746216.056149027
Urban,Lowest,Sierra Leone,US$,Food and Beverages,226.832975408
Urban,Lowest,Sierra Leone,$PPP,Food and Beverages,402.918726278
Urban,Lowest,Sierra Leone,Local Currency,Food and Beverages,902361.430182887
Urban,Low,Sierra Leone,US$,Food and Beverages,610.599616034
Urban,Low,Sierra Leone,$PPP,Food and Beverages,1084.595478747
Urban,Low,Sierra Leone,Local Currency,Food and Beverages,2429018.7165364
Urban,All,Sierra Leone,US$,Food and Beverages,1038.579773100
Urban,All,Sierra Leone,$PPP,Food and Beverages,1844.807786710
Urban,All,Sierra Leone,Local Currency,Food and Beverages,4131561.24116199
National,Higher,South Africa,US$,Food and Beverages,6223.381286108
National,Higher,South Africa,$PPP,Food and Beverages,7969.455028091
National,Higher,South Africa,Local Currency,Food and Beverages,45561.374395598
National,Middle,South Africa,US$,Food and Beverages,5472.940275192
National,Middle,South Africa,$PPP,Food and Beverages,7008.465236082
National,Middle,South Africa,Local Currency,Food and Beverages,40067.395754678
National,Lowest,South Africa,US$,Food and Beverages,4268.904779919
National,Lowest,South Africa,$PPP,Food and Beverages,5466.617438129
National,Lowest,South Africa,Local Currency,Food and Beverages,31252.651893784
National,Low,South Africa,US$,Food and Beverages,7580.005547078
National,Low,South Africa,$PPP,Food and Beverages,9706.702922890
National,Low,South Africa,Local Currency,Food and Beverages,55493.220610161
National,All,South Africa,US$,Food and Beverages,23545.231888195
National,All,South Africa,$PPP,Food and Beverages,30151.240625061
National,All,South Africa,Local Currency,Food and Beverages,172374.642653475
Rural,Higher,South Africa,US$,Food and Beverages,307.308188191
Rural,Higher,South Africa,$PPP,Food and Beverages,393.528641900
Rural,Higher,South Africa,Local Currency,Food and Beverages,2249.803245743
Rural,Middle,South Africa,US$,Food and Beverages,830.830420064
Rural,Middle,South Africa,$PPP,Food and Beverages,1063.933794873
Rural,Middle,South Africa,Local Currency,Food and Beverages,6082.509505286
Rural,Lowest,South Africa,US$,Food and Beverages,2601.717533547
Rural,Lowest,South Africa,$PPP,Food and Beverages,3331.672916406
Rural,Lowest,South Africa,Local Currency,Food and Beverages,19047.174063095
Rural,Low,South Africa,US$,Food and Beverages,2745.971853495
Rural,Low,South Africa,$PPP,Food and Beverages,3516.400199306
Rural,Low,South Africa,Local Currency,Food and Beverages,20103.259939435
Rural,All,South Africa,US$,Food and Beverages,6485.827995200
Rural,All,South Africa,$PPP,Food and Beverages,8305.535552363
Rural,All,South Africa,Local Currency,Food and Beverages,47482.746752858
Urban,Higher,South Africa,US$,Food and Beverages,5916.073097927
Urban,Higher,South Africa,$PPP,Food and Beverages,7575.926386204
Urban,Higher,South Africa,Local Currency,Food and Beverages,43311.571149927
Urban,Middle,South Africa,US$,Food and Beverages,4642.109855152
Urban,Middle,South Africa,$PPP,Food and Beverages,5944.531441240
Urban,Middle,South Africa,Local Currency,Food and Beverages,33984.886249571
Urban,Lowest,South Africa,US$,Food and Beverages,1667.187246422
