Area,Consumption Segment,Country,Measure Names,"Sector, Category or Product",Measure Values
Rural,Middle,Mexico,Local Currency,Food and Beverages,10126.881345773
Rural,Lowest,Mexico,US$,Food and Beverages,2521.288769310
Rural,Lowest,Mexico,$PPP,Food and Beverages,3559.267667188
Rural,Lowest,Mexico,Local Currency,Food and Beverages,31859.004888996
Rural,Low,Mexico,US$,Food and Beverages,3689.826227250
Rural,Low,Mexico,$PPP,Food and Beverages,5208.875456098
Rural,Low,Mexico,Local Currency,Food and Beverages,46624.644207530
Rural,All,Mexico,US$,Food and Beverages,7106.399397841
Rural,All,Mexico,$PPP,Food and Beverages,10032.003439965
Rural,All,Mexico,Local Currency,Food and Beverages,89796.462791125
Urban,Higher,Mexico,US$,Food and Beverages,4699.784271835
Urban,Higher,Mexico,$PPP,Food and Beverages,6634.618931841
Urban,Higher,Mexico,Local Currency,Food and Beverages,59386.474058912
Urban,Middle,Mexico,US$,Food and Beverages,14671.546496485
Urban,Middle,Mexico,$PPP,Food and Beverages,20711.614515650
Urban,Middle,Mexico,Local Currency,Food and Beverages,185389.661529585
Urban,Lowest,Mexico,US$,Food and Beverages,3688.702374243
Urban,Lowest,Mexico,$PPP,Food and Beverages,5207.288928716
Urban,Lowest,Mexico,Local Currency,Food and Beverages,46610.443200941
Urban,Low,Mexico,US$,Food and Beverages,18678.444998032
Urban,Low,Mexico,$PPP,Food and Beverages,26368.096413265
Urban,Low,Mexico,Local Currency,Food and Beverages,236020.830995135
Urban,All,Mexico,US$,Food and Beverages,41738.478140541
Urban,All,Mexico,$PPP,Food and Beverages,58921.618789395
Urban,All,Mexico,Local Currency,Food and Beverages,527407.409783872
National,Higher,Moldova,US$,Food and Beverages,222.479487541
National,Higher,Moldova,$PPP,Food and Beverages,414.934979101
National,Higher,Moldova,Local Currency,Food and Beverages,2751.848781395
National,Middle,Moldova,US$,Food and Beverages,984.148114905
National,Middle,Moldova,$PPP,Food and Beverages,1835.483720335
National,Middle,Moldova,Local Currency,Food and Beverages,12172.928033265
National,Lowest,Moldova,US$,Food and Beverages,198.035790225
National,Lowest,Moldova,$PPP,Food and Beverages,369.346304176
National,Lowest,Moldova,Local Currency,Food and Beverages,2449.504689299
National,Low,Moldova,US$,Food and Beverages,884.797845138
National,Low,Moldova,$PPP,Food and Beverages,1650.190673479
National,Low,Moldova,Local Currency,Food and Beverages,10944.064546514
National,All,Moldova,US$,Food and Beverages,2289.461237710
National,All,Moldova,$PPP,Food and Beverages,4269.955676905
National,All,Moldova,Local Currency,Food and Beverages,28318.346049231
Rural,Higher,Moldova,US$,Food and Beverages,29.292332140
Rural,Higher,Moldova,$PPP,Food and Beverages,54.631612822
Rural,Higher,Moldova,Local Currency,Food and Beverages,362.316856235
Rural,Middle,Moldova,US$,Food and Beverages,219.739034881
Rural,Middle,Moldova,$PPP,Food and Beverages,409.823902660
Rural,Middle,Moldova,Local Currency,Food and Beverages,2717.952122444
Rural,Lowest,Moldova,US$,Food and Beverages,147.712408614
Rural,Lowest,Moldova,$PPP,Food and Beverages,275.490769322
Rural,Lowest,Moldova,Local Currency,Food and Beverages,1827.054782141
Rural,Low,Moldova,US$,Food and Beverages,406.192354768
Rural,Low,Moldova,$PPP,Food and Beverages,757.568340790
Rural,Low,Moldova,Local Currency,Food and Beverages,5024.193236120
Rural,All,Moldova,US$,Food and Beverages,802.936130318
Rural,All,Moldova,$PPP,Food and Beverages,1497.514625439
Rural,All,Moldova,Local Currency,Food and Beverages,9931.516995908
Urban,Higher,Moldova,US$,Food and Beverages,193.187155416
Urban,Higher,Moldova,$PPP,Food and Beverages,360.303366306
Urban,Higher,Moldova,Local Currency,Food and Beverages,2389.531925342
Urban,Middle,Moldova,US$,Food and Beverages,764.409080049
Urban,Middle,Moldova,$PPP,Food and Beverages,1425.659817722
Urban,Middle,Moldova,Local Currency,Food and Beverages,9454.975911132
Urban,Lowest,Moldova,US$,Food and Beverages,50.323381662
Urban,Lowest,Moldova,$PPP,Food and Beverages,93.855534948
Urban,Lowest,Moldova,Local Currency,Food and Beverages,622.449907774
Urban,Low,Moldova,US$,Food and Beverages,478.605490410
Urban,Low,Moldova,$PPP,Food and Beverages,892.622332762
Urban,Low,Moldova,Local Currency,Food and Beverages,5919.871310880
Urban,All,Moldova,US$,Food and Beverages,1486.525107422
Urban,All,Moldova,$PPP,Food and Beverages,2772.441051523
Urban,All,Moldova,Local Currency,Food and Beverages,18386.829053704
National,Higher,Mongolia,US$,Food and Beverages,5.742981021
National,Higher,Mongolia,$PPP,Food and Beverages,9.926879119
National,Higher,Mongolia,Local Currency,Food and Beverages,7793.592796595
National,Middle,Mongolia,US$,Food and Beverages,87.835669341
National,Middle,Mongolia,$PPP,Food and Beverages,151.826040986
National,Middle,Mongolia,Local Currency,Food and Beverages,119198.624778028
National,Lowest,Mongolia,US$,Food and Beverages,400.135863226
National,Lowest,Mongolia,$PPP,Food and Beverages,691.644344788
National,Lowest,Mongolia,Local Currency,Food and Beverages,543009.975093274
National,Low,Mongolia,US$,Food and Beverages,546.954776487
National,Low,Mongolia,$PPP,Food and Beverages,945.424324034
National,Low,Mongolia,Local Currency,Food and Beverages,742252.636798962
National,All,Mongolia,US$,Food and Beverages,1040.669290075
National,All,Mongolia,$PPP,Food and Beverages,1798.821588926
National,All,Mongolia,Local Currency,Food and Beverages,1412254.82946592
Rural,Higher,Mongolia,US$,Food and Beverages,0.873844119
Rural,Higher,Mongolia,$PPP,Food and Beverages,1.510460318
Rural,Higher,Mongolia,Local Currency,Food and Beverages,1185.862395812
Rural,Middle,Mongolia,US$,Food and Beverages,7.869435090
Rural,Middle,Mongolia,$PPP,Food and Beverages,13.602505491
Rural,Middle,Mongolia,Local Currency,Food and Beverages,10679.327060928
Rural,Lowest,Mongolia,US$,Food and Beverages,173.297036199
Rural,Lowest,Mongolia,$PPP,Food and Beverages,299.548043730
Rural,Lowest,Mongolia,Local Currency,Food and Beverages,235175.169132288
Rural,Low,Mongolia,US$,Food and Beverages,114.751394468
Rural,Low,Mongolia,$PPP,Food and Beverages,198.350511251
Rural,Low,Mongolia,Local Currency,Food and Beverages,155724.986382849
Rural,All,Mongolia,US$,Food and Beverages,296.791709876
Rural,All,Mongolia,$PPP,Food and Beverages,513.011520788
Rural,All,Mongolia,Local Currency,Food and Beverages,402765.344971011
Urban,Higher,Mongolia,US$,Food and Beverages,4.869136902
Urban,Higher,Mongolia,$PPP,Food and Beverages,8.416418801
Urban,Higher,Mongolia,Local Currency,Food and Beverages,6607.730400874
Urban,Middle,Mongolia,US$,Food and Beverages,79.966234251
Urban,Middle,Mongolia,$PPP,Food and Beverages,138.223535495
Urban,Middle,Mongolia,Local Currency,Food and Beverages,108519.297717301
Urban,Lowest,Mongolia,US$,Food and Beverages,226.838827028
Urban,Lowest,Mongolia,$PPP,Food and Beverages,392.096301059
Urban,Lowest,Mongolia,Local Currency,Food and Beverages,307834.805961583
Urban,Low,Mongolia,US$,Food and Beverages,432.203382019
Urban,Low,Mongolia,$PPP,Food and Beverages,747.073812784
Urban,Low,Mongolia,Local Currency,Food and Beverages,586527.650416588
Urban,All,Mongolia,US$,Food and Beverages,743.877580199
Urban,All,Mongolia,$PPP,Food and Beverages,1285.810068138
Urban,All,Mongolia,Local Currency,Food and Beverages,1009489.48449542
National,Higher,Montenegro,US$,Food and Beverages,123.053486607
National,Higher,Montenegro,$PPP,Food and Beverages,191.953269397
National,Higher,Montenegro,Local Currency,Food and Beverages,92.905382388
National,Middle,Montenegro,US$,Food and Beverages,489.255315085
National,Middle,Montenegro,$PPP,Food and Beverages,763.197857210
National,Middle,Montenegro,Local Currency,Food and Beverages,369.387762890
National,Lowest,Montenegro,US$,Food and Beverages,3.301970255
National,Lowest,Montenegro,$PPP,Food and Beverages,5.150800708
National,Lowest,Montenegro,Local Currency,Food and Beverages,2.492987543
National,Low,Montenegro,US$,Food and Beverages,106.212572525
National,Low,Montenegro,$PPP,Food and Beverages,165.682835241
National,Low,Montenegro,Local Currency,Food and Beverages,80.190492256
National,All,Montenegro,US$,Food and Beverages,721.823342866
National,All,Montenegro,$PPP,Food and Beverages,1125.984760049
National,All,Montenegro,Local Currency,Food and Beverages,544.976623864
Rural,Higher,Montenegro,US$,Food and Beverages,11.308778409
Rural,Higher,Montenegro,$PPP,Food and Beverages,17.640759709
Rural,Higher,Montenegro,Local Currency,Food and Beverages,8.538127699
Rural,Middle,Montenegro,US$,Food and Beverages,156.164305834
Rural,Middle,Montenegro,$PPP,Food and Beverages,243.603410961
Rural,Middle,Montenegro,Local Currency,Food and Beverages,117.904050905
Rural,Lowest,Montenegro,US$,Food and Beverages,3.301970255
Rural,Lowest,Montenegro,$PPP,Food and Beverages,5.150800708
Rural,Lowest,Montenegro,Local Currency,Food and Beverages,2.492987543
Rural,Low,Montenegro,US$,Food and Beverages,77.877158966
Rural,Low,Montenegro,$PPP,Food and Beverages,121.481931857
Rural,Low,Montenegro,Local Currency,Food and Beverages,58.797255019
Rural,All,Montenegro,US$,Food and Beverages,248.652211844
Rural,All,Montenegro,$PPP,Food and Beverages,387.876900707
Rural,All,Montenegro,Local Currency,Food and Beverages,187.732419942
Urban,Higher,Montenegro,US$,Food and Beverages,111.744708488
Urban,Higher,Montenegro,$PPP,Food and Beverages,174.312510142
Urban,Higher,Montenegro,Local Currency,Food and Beverages,84.367254909
Urban,Middle,Montenegro,US$,Food and Beverages,333.091009747
Urban,Middle,Montenegro,$PPP,Food and Beverages,519.594447023
Urban,Middle,Montenegro,Local Currency,Food and Beverages,251.483712359
Urban,Lowest,Montenegro,US$,Food and Beverages,0
Urban,Lowest,Montenegro,$PPP,Food and Beverages,0
Urban,Lowest,Montenegro,Local Currency,Food and Beverages,0
Urban,Low,Montenegro,US$,Food and Beverages,28.335414089
Urban,Low,Montenegro,$PPP,Food and Beverages,44.200904208
Urban,Low,Montenegro,Local Currency,Food and Beverages,21.393237637
Urban,All,Montenegro,US$,Food and Beverages,473.171131513
Urban,All,Montenegro,$PPP,Food and Beverages,738.107860109
Urban,All,Montenegro,Local Currency,Food and Beverages,357.244204293
National,Higher,Morocco,US$,Food and Beverages,761.527271742
National,Higher,Morocco,$PPP,Food and Beverages,1164.990012041
National,Higher,Morocco,Local Currency,Food and Beverages,6409.775046250
National,Middle,Morocco,US$,Food and Beverages,5909.115567109
National,Middle,Morocco,$PPP,Food and Beverages,9039.808383925
National,Middle,Morocco,Local Currency,Food and Beverages,49737.025728355
National,Lowest,Morocco,US$,Food and Beverages,3012.142539759
National,Lowest,Morocco,$PPP,Food and Beverages,4607.997774836
National,Lowest,Morocco,Local Currency,Food and Beverages,25353.203757149
National,Low,Morocco,US$,Food and Beverages,10987.971814139
National,Low,Morocco,$PPP,Food and Beverages,16809.479963578
National,Low,Morocco,Local Currency,Food and Beverages,92485.758759608
National,All,Morocco,US$,Food and Beverages,20670.757192604
National,All,Morocco,$PPP,Food and Beverages,31622.276134159
National,All,Morocco,Local Currency,Food and Beverages,173985.763290144
Rural,Higher,Morocco,US$,Food and Beverages,14.393304510
Rural,Higher,Morocco,$PPP,Food and Beverages,22.018982926
Rural,Higher,Morocco,Local Currency,Food and Beverages,121.148444061
Rural,Middle,Morocco,US$,Food and Beverages,589.104645152
Rural,Middle,Morocco,$PPP,Food and Beverages,901.216611822
Rural,Middle,Morocco,Local Currency,Food and Beverages,4958.493798242
Rural,Lowest,Morocco,US$,Food and Beverages,2188.018633902
Rural,Lowest,Morocco,$PPP,Food and Beverages,3347.246972293
Rural,Lowest,Morocco,Local Currency,Food and Beverages,18416.552841557
Rural,Low,Morocco,US$,Food and Beverages,4130.215263903
Rural,Low,Morocco,$PPP,Food and Beverages,6318.433638000
Rural,Low,Morocco,Local Currency,Food and Beverages,34764.021876275
Rural,All,Morocco,US$,Food and Beverages,6921.731847321
Rural,All,Morocco,$PPP,Food and Beverages,10588.916204817
Rural,All,Morocco,Local Currency,Food and Beverages,58260.216958901
Urban,Higher,Morocco,US$,Food and Beverages,747.133967257
Urban,Higher,Morocco,$PPP,Food and Beverages,1142.971029154
Urban,Higher,Morocco,Local Currency,Food and Beverages,6288.626602404
Urban,Middle,Morocco,US$,Food and Beverages,5320.010922010
Urban,Middle,Morocco,$PPP,Food and Beverages,8138.591772184
Urban,Middle,Morocco,Local Currency,Food and Beverages,44778.531930557
Urban,Lowest,Morocco,US$,Food and Beverages,824.123905917
Urban,Lowest,Morocco,$PPP,Food and Beverages,1260.750802636
Urban,Lowest,Morocco,Local Currency,Food and Beverages,6936.650916106
Urban,Low,Morocco,US$,Food and Beverages,6857.756550296
Urban,Low,Morocco,$PPP,Food and Beverages,10491.046325671
Urban,Low,Morocco,Local Currency,Food and Beverages,57721.736883840
Urban,All,Morocco,US$,Food and Beverages,13749.025345342
Urban,All,Morocco,$PPP,Food and Beverages,21033.359929434
Urban,All,Morocco,Local Currency,Food and Beverages,115725.546331744
National,Higher,Mozambique,US$,Food and Beverages,18.565069499
National,Higher,Mozambique,$PPP,Food and Beverages,38.506673193
National,Higher,Mozambique,Local Currency,Food and Beverages,630.469760187
National,Middle,Mozambique,US$,Food and Beverages,81.083030731
National,Middle,Mozambique,$PPP,Food and Beverages,168.178081208
National,Middle,Mozambique,Local Currency,Food and Beverages,2753.579723624
National,Lowest,Mozambique,US$,Food and Beverages,2850.755889266
National,Lowest,Mozambique,$PPP,Food and Beverages,5912.885237860
National,Lowest,Mozambique,Local Currency,Food and Beverages,96811.669999483
National,Low,Mozambique,US$,Food and Beverages,388.831034106
National,Low,Mozambique,$PPP,Food and Beverages,806.492513176
National,Low,Mozambique,Local Currency,Food and Beverages,13204.701918236
National,All,Mozambique,US$,Food and Beverages,3339.235023581
National,All,Mozambique,$PPP,Food and Beverages,6926.062505394
National,All,Mozambique,Local Currency,Food and Beverages,113400.421400817
Rural,Higher,Mozambique,US$,Food and Beverages,2.996455422
Rural,Higher,Mozambique,$PPP,Food and Beverages,6.215087409
Rural,Higher,Mozambique,Local Currency,Food and Beverages,101.759626141
Rural,Middle,Mozambique,US$,Food and Beverages,7.632661390
Rural,Middle,Mozambique,$PPP,Food and Beverages,15.831257608
Rural,Middle,Mozambique,Local Currency,Food and Beverages,259.205180821
Rural,Lowest,Mozambique,US$,Food and Beverages,2074.349121058
Rural,Lowest,Mozambique,$PPP,Food and Beverages,4302.503887566
Rural,Lowest,Mozambique,Local Currency,Food and Beverages,70444.896151122
Rural,Low,Mozambique,US$,Food and Beverages,139.010752685
Rural,Low,Mozambique,$PPP,Food and Beverages,288.328660671
Rural,Low,Mozambique,Local Currency,Food and Beverages,4720.805161172
Rural,All,Mozambique,US$,Food and Beverages,2223.988990533
Rural,All,Mozambique,$PPP,Food and Beverages,4612.878893207
Rural,All,Mozambique,Local Currency,Food and Beverages,75526.666118486
Urban,Higher,Mozambique,US$,Food and Beverages,15.568614079
Urban,Higher,Mozambique,$PPP,Food and Beverages,32.291585790
Urban,Higher,Mozambique,Local Currency,Food and Beverages,528.710134133
Urban,Middle,Mozambique,US$,Food and Beverages,73.450369346
Urban,Middle,Mozambique,$PPP,Food and Beverages,152.346823611
Urban,Middle,Mozambique,Local Currency,Food and Beverages,2494.374542984
Urban,Lowest,Mozambique,US$,Food and Beverages,776.406768225
Urban,Lowest,Mozambique,$PPP,Food and Beverages,1610.381350329
Urban,Lowest,Mozambique,Local Currency,Food and Beverages,26366.773848931
Urban,Low,Mozambique,US$,Food and Beverages,249.820281435
Urban,Low,Mozambique,$PPP,Food and Beverages,518.163852533
Urban,Low,Mozambique,Local Currency,Food and Beverages,8483.896757529
Urban,All,Mozambique,US$,Food and Beverages,1115.246033063
Urban,All,Mozambique,$PPP,Food and Beverages,2313.183612217
Urban,All,Mozambique,Local Currency,Food and Beverages,37873.75528283
National,Higher,Namibia,US$,Food and Beverages,64.024062554
National,Higher,Namibia,$PPP,Food and Beverages,73.501671939
National,Higher,Namibia,Local Currency,Food and Beverages,468.720161956
National,Middle,Namibia,US$,Food and Beverages,94.268490120
National,Middle,Namibia,$PPP,Food and Beverages,108.223242303
National,Middle,Namibia,Local Currency,Food and Beverages,690.139616167
National,Lowest,Namibia,US$,Food and Beverages,356.160293706
National,Lowest,Namibia,$PPP,Food and Beverages,408.883410729
National,Lowest,Namibia,Local Currency,Food and Beverages,2607.449510219
National,Low,Namibia,US$,Food and Beverages,193.330457252
National,Low,Namibia,$PPP,Food and Beverages,221.949549559
National,Low,Namibia,Local Currency,Food and Beverages,1415.372277541
National,All,Namibia,US$,Food and Beverages,707.783303535
National,All,Namibia,$PPP,Food and Beverages,812.557874421
National,All,Namibia,Local Currency,Food and Beverages,5181.681565182
Rural,Higher,Namibia,US$,Food and Beverages,13.237842473
Rural,Higher,Namibia,$PPP,Food and Beverages,15.197466637
Rural,Higher,Namibia,Local Currency,Food and Beverages,96.914244746
Rural,Middle,Namibia,US$,Food and Beverages,27.182811260
Rural,Middle,Namibia,$PPP,Food and Beverages,31.206736904
Rural,Middle,Namibia,Local Currency,Food and Beverages,199.005361234
Rural,Lowest,Namibia,US$,Food and Beverages,279.470459667
Rural,Lowest,Namibia,$PPP,Food and Beverages,320.841027947
